instance,dimacs_time,dimacs_size,opb_time,opb_size,opb_pbcount_time,d4_time,d4_count,p2d_time,p2d_count,pbcount_time,pbcount_count
isolated/featureCard/featureCard_0.75_1.0/root_1400.uvl,21.20;21.27;27.11,27642307,17.11;16.44;17.31,1990806,2.06;2.17;2.02,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_1500.uvl,36.82;27.75;34.65,31726132,22.07;19.94;20.84,2283006,2.27;2.23;2.30,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_1600.uvl,35.39;30.72;30.54,36091207,24.81;23.93;25.36,2595206,3.32;2.63;2.72,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_1700.uvl,33.08;35.72;68.22,40737532,29.83;32.27;29.37,2927406,2.85;3.03;2.94,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_1800.uvl,47.98;47.18;48.38,45665107,33.62;33.59;34.40,3279606,3.28;3.34;3.37,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_1900.uvl,48.91;48.31;44.24,50873932,41.36;39.90;41.24,3651806,3.60;3.70;3.88,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_2000.uvl,48.07;47.51;49.10,56364007,46.17;53.44;51.80,4044006,4.45;3.97;5.05,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_200.uvl,1.66;1.49;1.60,573907,0.69;0.75;0.69,44406,0.06;0.05;0.06,-1;-1;568.59,-9,3.40;3.17;2.60,11599764060367852958063154054102610821909861565237879034455269703220238210821942595885917477803396161717961395976535401310509839944045253507751538612119191840946054548043563429982427901800027523802459452170781005775616253620495747604861844516069288459910480566487247357394419509337661289096226035475764251035535149505843707402160255578626254307635490117322440896141907893003617151096641631146344613729534900626138672540049748526523052346029637633,4.55;4.29;5.90,-9
isolated/featureCard/featureCard_0.75_1.0/root_2100.uvl,51.93;70.12;69.42,62135332,52.77;53.35;54.79,4456206,4.52;4.40;5.05,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_2200.uvl,87.91;105.92;61.48,68187907,63.78;58.89;59.85,4888406,4.87;5.02;5.05,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_2300.uvl,89.19;90.75;93.86,74521732,75.94;71.02;73.19,5340606,5.55;5.56;5.43,-1;-1;-1,-9,-2;-1;-2,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_2400.uvl,135.47;141.93;147.60,81136807,81.65;76.11;76.12,5812806,6.07;6.19;8.92,-1;-1;-1,-9,-2;-2;-2,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_2500.uvl,104.34;113.59;160.26,88033132,88.43;87.77;92.72,6305006,6.64;6.57;6.87,-1;-1;-1,-9,-2;-2;-2,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_2600.uvl,228.22;247.49;200.15,95210707,105.84;98.19;99.55,6817206,7.49;6.98;8.35,-1;-1;-1,-9,-2;-2;-2,-9,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_2700.uvl,-3;-3;-1,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_2800.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_2900.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3000.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_300.uvl,2.53;2.41;2.34,1282732,1.11;1.00;0.94,96606,0.10;0.11;0.11,-1;-1;-1,-9,11.28;9.75;11.25,39389215238757458852793275108588635394976652980821960413275698643493365038982300942964274185154279432485834703859931793924942268282608936091789294455243941196233470951270940504463912006636069842489051792370972120728655337278897866535387766332250302251114842236226751575030954853139830880321590514598886032749476535161533932495587471628085014748249819649921331324450288700619236029328211570585817919656055618881473889930969785422743187713866872311350697404623467629183382464690348991602915173126649742501084105759897602997928034866383630088190217834514058291779507292871799151296029365489467250926120777013965034883585536194959236698881352520512066573117850894781644801,36.21;46.43;58.61,-9
isolated/featureCard/featureCard_0.75_1.0/root_3100.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3200.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3300.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3400.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3500.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3600.uvl,-3;-1;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3700.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3800.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_3900.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4000.uvl,-1;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_400.uvl,3.77;3.74;3.36,2272807,1.27;1.17;1.20,168806,0.18;0.18;0.18,-1;-1;-1,-9,38.99;46.15;29.78,133753606457057640914718385209153706717210208723083658333837745084837717764157368584464659925771041582257230954168299268268564364061546880418452006890048600964965681417180277582824623279613846912986077167389842235776992644764731657034234401189701454181290321004526779664639553176898151653435395285591880929185253465796681799516407394173422888947397109678307522816796190480611433927875623191942249301546978859063524848041373531754188612533986743785275759786175870218487798080716213664708526705939555574590031805796538361777076737800471521715461921907307654621544635680679169605169923493334856036801859686331088352986336451331921700233926877889750749299083640881121513178320207375121335202678811062958336599840472398764052745840504440803322312556669563687568259093671841504815812476731105535696786465966573248184471390622592440593060051135646763639537499781218289116946236668918751717150949377,60.37;149.24;62.51,-9
isolated/featureCard/featureCard_0.75_1.0/root_4100.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4200.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4300.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4400.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4500.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4600.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4700.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4800.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_4900.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_5000.uvl,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-3;-3;-3,-4,-3;-3;-3,-4,-3;-3;-3,-4
isolated/featureCard/featureCard_0.75_1.0/root_500.uvl,4.14;4.69;4.31,3544132,1.61;1.59;1.61,261006,0.28;0.28;0.26,-1;-1;-1,-9,76.16;55.47;55.66,454185927082557335970358438736871462914683392067093807012561319458382321196011886212798473641855554919261584352205638415183386951043026678941679866486398211188861558357899389892627295125847105510876846099173022753575254850155065243173953711712064343235964383197171420896071463474636622691828682286459192489250070796761463842774296895244159146674157650044923805275145481283591375951826954824545246532999474875426037272845801008801921295633201790544118329158483396139178406762201421250727433980451847412400210282978691480681371695322885195616352390040433534647072084599788638927372405750098738963693390743850489232293457869277386919565107285737473935854610211209179371265168165652913731368878471563452486179827732301881663873611183970900069593056914315520384179318370840570835511534352995347963619108535286267385550951415672207713455051617917318895900135992439572240028908083122119778179151403737990066893727260812880082608916768256535857867641800312273448301186684233767246927116613769845206409822624285100532666044252605421603984709743293004463897664541731755099192849810484031498861078074152243001683899693662209,68.85;59.23;67.16,-9
isolated/featureCard/featureCard_0.75_1.0/root_600.uvl,4.93;5.15;4.75,5096707,2.57;2.18;2.23,373206,0.43;0.47;0.41,-1;-1;-1,-9,121.50;80.21;79.64,1542275096904179704216483178994918651284096325079390954550158029520639861569534049131537932635028251343609769572655854303524327642869049820231313063721416902581083169798688380350515582011559038024113365819546932693694324841186555003924000958599829663190801007921418159447017809265117452973830089606283907162579102756376900577429800412941356842414883714726837490219405667989877594911266990182994186967039623925240942449890223064399194809523129490799146238267188600484333816739311618662508672795355752777673561167737475790159505323414933088299741873865889698443477208723866783952398481680337418731565505607201199788557395708138642635765681492432430881863509217212832729017347233390759921543441731003148940383240428271797225629531484651643222562452889314925861344149184897869609406156281539206804191532559767439799783495694241582139970997186328230183613867116539278826269463346679764171238775487104619325906491006187237938690551114181243801211005877858041582735214643148052744018530752801629873663483186177456327150358956959339523391319066733938635467854360611989771432950876459583549690786031887156633924935513230151464279906434632664900293600726601558191689270030295863066820258355534633484364463252709720138837231742337306246760164441647469153734716282137622554720611341843486379816267180521578321945830377798618813389395049204397637633,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_700.uvl,6.23;8.44;8.36,6930532,3.07;3.05;3.02,505406,0.53;0.51;0.52,-1;-1;-1,-9,175.73;195.09;208.04,5237089774687001072636127300926832337050581952107376433367267842671330154063802024863834405655527171864679684199292510702656575913114813472801579022414203131168427927655153894290582859022672127246791823685614598137013944864930690960496056622648718985694073687750574821927059046029214570219423303335005195518585335466775643210205692041493552418180065826697394618774757204285276006372274500672615230661881264428201376134316546509704103339985189946243194527765306599749970055293674780784695480248416262248082709177502011661452641903324664621202914841901760743923409373604709267701001886459309848839453620624051606958512604024067023748464317234496333794496387291975302907669793521051930361489849134228050890721965086964640850983491279218394433125470769201865826943842038696538450040648364416700118873456629952258329079662746864634158561535410925415683673741834138494443253478142740451144699388841589209653986335090371853148001158948646742683522022047576210009087198307294878151969637980128903269727945871804144490043796028447182180826959001758775894435972796281505440368254868619551649346664369394059757635435989045560048143189066679901141588985053408711953048245164090136127336563728471117423882739633282059603463166591929094927609925065972185422904085764839605901710533363913473633949711495128698317884660215831024485721067590568855091169561577760641224444136826558115655395812293478094633899201926719487953167252512396280662935921369209799774523278358373509131366446707195119450792657389753490171027984518289606954022639234225494171363727537338828419026124801,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_800.uvl,9.24;7.99;8.38,9045607,4.03;3.98;3.97,657606,0.68;0.71;0.70,-1;-1;-1,-9,519.78;283.24;269.95,17783538982886895194644565848405098624943569612575646544938496333417906728466454645828895978326456336748300848670987266199345249730066076284103852932400070681630308314595505498514347367810901348065621309665602643782126354833242471005349768450222952996640918942782740207244839594192106904783117975723086321193038926473563872796167136442934108236935438071766010511359534695981881176598973172537881526172993695726979203956377710871127394356589582337231367325961814779231987827693666572442864714626535402770978689975049902119589798000471526714095148158197270434448619689511134576938924966703877739553268326021300538051780078018261985246767180334836376430109015204368414532830806275842728457484547382332419336020083259967061360771274216716399465036873896454986490640544446023727750484416615086403759952103769175935546191702402083471524571474094783194782087712477656757542693237340879270016298566769551754531546219985613409792154142268657966183019565357886787514770212380659253497773639287407233509381253267949294090264850347367815667582729702886691029140162909879748216433725115520556547122091996778494435277925371484278079649269013723882101665827266428093980607351579944571049339588188741606429188226134004496384489896027836735039804099569581919552327836975961810570778981069860558435575535489473514164565250248038284482764185541130713187434506401754284701238467227152089512692710519652544228055531509521987297041983462502486010159117668743091924847671597527888196857509083672161525117397285026270244195282736453558217327704076570197270797027143695265177305459346636756431050893401706833205505379221886279365557083893369901403342623856235936834915781937210958489970111582226936336168754669443182624020684766803287853531638969772292678147150993635006427919214953203038716536805314789377,-1;-1;-1,-9
isolated/featureCard/featureCard_0.75_1.0/root_900.uvl,9.23;9.27;9.59,11441932,5.44;5.12;6.13,829806,0.84;0.83;0.87,-1;-1;-1,-9,505.60;430.75;442.95,60387404524635833591587820497073600815791612893737853434221120075295187675788994095331360495654400992375727723796008035293989017721671399354922185046021912242789857466485501483427004310058158985922087771643257577159169130493754222128240018538615715184921224600186182009316837785070284513434666894277722530357643517607072546497272810951831153764372355984037586468167540460687643931970987241808157543713479378638398718332172472361768459101541772389730656447785781254841795431418009198526780639570267067785919597262558844718367327008691970280016478632074107329350097546407268737925645001860880942998005681765610425062010706043830871757061082978686347800646815598601767361640460723664885955357568900034865603962171124223806941766636731686709830271417570110473245409723974658164832890455950516603712352336289605863215729268231087837443975854086087098798251654503107324981853788638896557780774148515742723833957679806582077911447391500480312088547432477552886653471888096990176703431245172288685159414924765499899525963571786926834228397706848204125397557116954736150016054490345734147491343448170161662155880371652228972998676253934880857661453669793050027901461976624963827179069500287752558227971342997913209672428796520636543777901023799342888912067089862905219900113942193794334792276657551588094079331106166221346935776793732031294455351318802247016846103076461655663879983395499948254938323867787219576501810428105584146008028816750284347055297391128435362576206045662220799965485114909347330843768390709509814730114234898398351445192390829082903970523424873499445193500263971599079724836346922345298662819921739951781864079533092041462726878086900360522266968811888077381431544042585735813821575928134082377360624347828509943748461261624982605819631420008549047436706128972182797119646759415394135658150328583552567617099384870711650219616510458270214327032020056479270882624395830511969090885501060341996022036577221720305838714144559976993669535730737443658647960957369114993464313161393256381022209,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_1000.uvl,-1;-1;-1,-4,0.58;0.48;0.58,3004,0.01;0.00;0.00,-3;-3;-3,-4,12.67;10.25;10.13,721996241943075803180571661647821185959889565795754161441592696454739869154897585672872694060090387800006154543559105395407463353269147432951818420369588059624198078660547614249586075943977808052428409810581024602662877167870190225175366611231,77.98;87.87;47.74,721996241943075874077553192033852745777414939805326572140582964948858762809657527314030904948078111249311537371934719054292449089365949111761231452016796978628657212717583821050155977460256800904438866137806915825355723345571123420759825842176
isolated/groupCard/groupCard_0.0_0.25/root_1100.uvl,-1;-1;-1,-4,0.57;0.48;0.60,3304,0.01;0.00;0.00,-3;-3;-3,-4,13.41;12.95;13.91,1819010594460811547389097065227697073785912517292902548003833422466197384040876689737816298143479639407579920785083943407310550569117182635455211062219081055420669599887978775698831357896712443972268838163074558872443555805978496874623610835881555834280807871372906383,106.72;79.32;177.83,1819010594460811502204101292651986575345016717153546641753863948018325002706908421801654102104223838420124074628701842521372774953353890507850870946052849274053133991982712711545824830000651817922795432274589798706585080422271163481720694060230088338951329663764398080
isolated/groupCard/groupCard_0.0_0.25/root_1200.uvl,-1;-1;-1,-4,0.50;0.62;0.50,3604,0.00;0.01;0.00,-3;-3;-3,-4,24.91;18.09;17.85,4601743730128535673047680252494520144694109583962015900864210151924418692651485161078494347041957957401873873001060298395963826466888666870050174671507972964825779313108048462908006428745854342998205279315800482857592125480842585706284901199477311354922486883523202305752456340600604725754651,163.81;110.63;236.42,4601743730128535837418368633265725462530780496145022026332260585740292977467090867733525833762162401478537573743358705629819461038993823777251128324349767140829777547194789327647260463163116588248521158852896505074561636045420604915613879370459790736400302717461043731912533545603570230886400
isolated/groupCard/groupCard_0.0_0.25/root_1300.uvl,-1;-1;-1,-4,0.61;0.57;0.52,3904,0.00;0.00;0.00,-3;-3;-3,-4,21.84;26.20;21.86,11681837942582443697818514668260037663163904675838272247147543456730834266939134006490659108095122499575858972155758936989480707045737903391813865370122836016218068960682682839389201205409922479376345470770130328387428433428267302281353541415448885644171262818304826710018096163087102307715301257269815385549744388543,147.19;104.26;137.19,-9
isolated/groupCard/groupCard_0.0_0.25/root_1400.uvl,-1;-1;-1,-4,0.61;0.63;0.61,4204,0.00;0.00;0.01,-3;-3;-3,-4,27.46;37.17;28.66,29742635114471024385200651191771763695767772334527456967365350987453888583195582432942228886040447020603629163274059254469592822517663992512504696543511991279608708768647123733189200698465528230372180846640791524714905451433135718380319519798380230465448015111014641337312049850151715785988647844685775511360131899961065665064353155677684003,214.28;150.82;160.37,-9
isolated/groupCard/groupCard_0.0_0.25/root_1500.uvl,-1;-1;-1,-4,0.68;0.71;0.54,4504,0.01;0.00;0.01,-3;-3;-3,-4,39.01;34.82;39.19,75919103930399353592514401272677552613187585411649437445188205397946804387176374002247325069702539718426547700280122785988539485390189623527419998669957607642866873234308649328083434982438294084494339492451325839286536553252341067824300978062124406295721464774699242207860774127108623711227271453450374808727573818705228373975211217947672433366498919263651058659543,276.33;227.84;263.19,-9
isolated/groupCard/groupCard_0.0_0.25/root_1600.uvl,-1;-1;-1,-4,0.77;0.65;0.71,4804,0.01;0.01;0.01,-3;-3;-3,-4,43.76;43.48;39.27,194215533115491420950507921083255293347004401585624037360442805449958860139304559205405542372395904474063569422670208259599798326273993189431934110496780096640021470551255061326216863733414988616776416883355929502186623166420022293186035265569818315074381600966902180443860597105781516953572834990832096513322401911753589692956537850063020074828758056553149326658572581685718362407483357123,269.15;-1;490.06,-9
isolated/groupCard/groupCard_0.0_0.25/root_1700.uvl,-1;-1;-1,-4,0.63;0.62;0.55,5104,0.01;0.01;0.01,-3;-3;-3,-4,47.39;62.18;63.52,497807919003751586279927551888859081372091560717135829462886812412994182129660571349871875623619961701467566605820739597119577114820704494398379888052997508155503821944866213412923083018626472663688527233215741009112598021096656176969167873758665494493440555888828198931607576367369576238738014205005605048747159767847152799187423338378669531715012126606481204024626450142428480438697334901651908817766156139001407,508.16;477.30;553.06,-9
isolated/groupCard/groupCard_0.0_0.25/root_1800.uvl,-1;-1;-1,-4,0.55;0.76;0.64,5404,0.01;0.01;0.01,-3;-3;-3,-4,64.00;57.99;56.48,-9,473.33;569.04;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_1900.uvl,-1;-1;-1,-4,0.89;0.63;0.57,5704,0.01;0.01;0.01,-3;-3;-3,-4,74.03;67.78;64.13,-9,482.59;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2000.uvl,-1;-1;-1,-4,0.60;0.66;0.76,6004,0.01;0.01;0.01,-3;-3;-3,-4,75.41;75.06;102.85,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_200.uvl,-1;-1;-1,-4,0.48;0.42;0.40,604,0.00;0.00;0.00,-3;-3;-3,-4,0.16;0.15;0.16,674353227563459664641213586620598732169971625731,0.42;0.31;0.38,674353227563459502015724275924897311908673093632
isolated/groupCard/groupCard_0.0_0.25/root_2100.uvl,-1;-1;-1,-4,0.75;0.72;0.60,6304,0.01;0.01;0.01,-3;-3;-3,-4,93.55;97.33;91.90,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2200.uvl,-1;-1;-1,-4,0.68;0.72;0.74,6604,0.01;0.01;0.01,-3;-3;-3,-4,108.91;110.90;100.12,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2300.uvl,-1;-1;-1,-4,0.71;0.69;0.73,6904,0.01;0.01;0.01,-3;-3;-3,-4,119.36;117.53;137.82,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2400.uvl,-1;-1;-1,-4,0.76;0.72;0.72,7204,0.01;0.01;0.01,-3;-3;-3,-4,138.24;164.65;137.14,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2500.uvl,-1;-1;-1,-4,0.74;0.76;0.82,7504,0.01;0.01;0.01,-3;-3;-3,-4,149.61;184.16;151.25,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2600.uvl,-1;-1;-1,-4,0.89;0.75;0.68,7804,0.01;0.01;0.01,-3;-3;-3,-4,186.32;168.82;178.53,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2700.uvl,-1;-1;-1,-4,0.78;0.78;0.82,8104,0.01;0.01;0.01,-3;-3;-3,-4,216.11;225.93;219.81,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2800.uvl,-1;-1;-1,-4,0.70;0.92;0.77,8404,0.01;0.01;0.01,-3;-3;-3,-4,218.95;232.29;226.37,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_2900.uvl,-1;-1;-1,-4,0.81;0.79;0.74,8704,0.01;0.01;0.01,-3;-3;-3,-4,227.02;199.91;219.45,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3000.uvl,-1;-1;-1,-4,0.74;0.85;0.75,9004,0.01;0.01;0.01,-3;-3;-3,-4,272.47;241.18;271.83,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_300.uvl,-1;-1;-1,-4,0.39;0.46;0.39,904,0.00;0.01;0.00,-3;-3;-3,-4,0.51;0.47;0.49,1459946917985001048342137216444578320549925829444663095620701602737114043,1.59;2.40;2.60,1459946917985000768654075821639060274768912910812845145357088661906128896
isolated/groupCard/groupCard_0.0_0.25/root_3100.uvl,-1;-1;-1,-4,0.78;0.92;0.76,9304,0.01;0.01;0.01,-3;-3;-3,-4,260.52;264.26;283.79,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3200.uvl,-1;-1;-1,-4,0.82;0.80;0.81,9604,0.01;0.01;0.01,-3;-3;-3,-4,295.14;358.85;323.93,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3300.uvl,-1;-1;-1,-4,0.93;0.92;0.84,9904,0.01;0.01;0.01,-3;-3;-3,-4,309.77;339.87;317.22,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3400.uvl,-1;-1;-1,-4,0.86;0.83;0.90,10204,0.01;0.01;0.01,-3;-3;-3,-4,341.81;372.23;357.20,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3500.uvl,-1;-1;-1,-4,0.80;0.79;0.84,10504,0.01;0.01;0.01,-3;-3;-3,-4,376.95;373.33;370.35,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3600.uvl,-1;-1;-1,-4,0.85;1.01;0.86,10804,0.01;0.01;0.02,-3;-3;-3,-4,423.24;409.89;446.58,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3700.uvl,-1;-1;-1,-4,0.88;0.91;1.03,11104,0.01;0.01;0.01,-3;-3;-3,-4,493.34;562.52;529.28,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3800.uvl,-1;-1;-1,-4,0.91;0.91;0.93,11404,0.01;0.01;0.01,-3;-3;-3,-4,571.43;545.66;511.45,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_3900.uvl,-1;-1;-1,-4,0.96;0.93;0.86,11704,0.01;0.02;0.01,-3;-3;-3,-4,523.62;-1;516.68,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_4000.uvl,-1;-1;-1,-4,0.88;0.93;0.86,12004,0.01;0.01;0.01,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_400.uvl,-1;-1;-1,-4,0.54;0.62;0.50,1204,0.00;0.00;0.00,-3;-3;-3,-4,1.05;0.99;0.99,3346449824771849711447496049519874308219824592551827690431782084526466764276557576960206249912771,2.84;3.16;3.51,3346449824771848869492705252021961372176755909744324819020318401011914110395064884451127974690816
isolated/groupCard/groupCard_0.0_0.25/root_4100.uvl,-1;-1;-1,-4,0.95;0.97;0.94,12304,0.01;0.01;0.01,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_4200.uvl,-1;-1;-1,-4,0.90;0.96;0.92,12604,0.01;0.01;0.01,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_4300.uvl,-1;-1;-1,-4,0.91;0.88;0.91,12904,0.02;0.01;0.01,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_4400.uvl,-1;-1;-1,-4,0.89;0.91;0.96,13204,0.01;0.02;0.02,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_4500.uvl,-1;-1;-1,-4,1.00;0.95;0.84,13504,0.01;0.01;0.01,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_4600.uvl,-1;-1;-1,-4,0.98;1.35;1.02,13804,0.01;0.01;0.01,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_4700.uvl,-1;-1;-1,-4,1.03;0.92;0.93,14104,0.01;0.01;0.01,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
isolated/groupCard/groupCard_0.0_0.25/root_4800.uvl,-1;-1;-1,-4,1.02;0.94;1.17,14404,0.02;0.01;0.01,-3;-3;-3,-4,-1;-1;-1,-9,-1;-1;-1,-9
